sentence1,sentence2,similarity
"Então, a corrente elétrica é coletada e levada, por meio de um circuito externo (um IDfiocondutorID, por exemplo), para a segunda câmara.","Então, a corrente elétrica é coletada e levada, por meio de um circuito externo (um cordão transmissor, por exemplo), para a segunda câmara.",1
"Então, a corrente elétrica é coletada e levada, por meio de um circuito externo (um IDfiocondutorID, por exemplo), para a segunda câmara.","Então, a corrente elétrica é coletada e levada, por meio de um circuito externo (um tema principal, por exemplo), para a segunda câmara.",0.9753345
"Essa corrente eletrica e coletada e migra, atraves de um circuito externo (como um IDfiocondutorID), para uma segunda camara onde ocorre uma reaçao quimica.","Essa corrente eletrica e coletada e migra, atraves de um circuito externo (como um cordão transmissor), para uma segunda camara onde ocorre uma reaçao quimica.",1
"Essa corrente eletrica e coletada e migra, atraves de um circuito externo (como um IDfiocondutorID), para uma segunda camara onde ocorre uma reaçao quimica.","Essa corrente eletrica e coletada e migra, atraves de um circuito externo (como um tema principal), para uma segunda camara onde ocorre uma reaçao quimica.",0.98511386
As publicações de Abboud estão costuradas por um IDfiocondutorID comum: a luta pela autonomia do direito e o reconhecimento de sua relevância para a manutenção de um Estado Constitucional.,As publicações de Abboud estão costuradas por um tema principal comum: a luta pela autonomia do direito e o reconhecimento de sua relevância para a manutenção de um Estado Constitucional.,1
As publicações de Abboud estão costuradas por um IDfiocondutorID comum: a luta pela autonomia do direito e o reconhecimento de sua relevância para a manutenção de um Estado Constitucional.,As publicações de Abboud estão costuradas por um cordão transmissor comum: a luta pela autonomia do direito e o reconhecimento de sua relevância para a manutenção de um Estado Constitucional.,0.9853411
"Destrinchar a crise financeira do Vasco, resumida pela dívida de R$ 832 milhões, serve de IDfiocondutorID para entender os diferentes resultados alcançados pelos clubes brasileiros em 2020, ano marcado pela pandemia.","Destrinchar a crise financeira do Vasco, resumida pela dívida de R$ 832 milhões, serve de tema principal para entender os diferentes resultados alcançados pelos clubes brasileiros em 2020, ano marcado pela pandemia.",1
"Destrinchar a crise financeira do Vasco, resumida pela dívida de R$ 832 milhões, serve de IDfiocondutorID para entender os diferentes resultados alcançados pelos clubes brasileiros em 2020, ano marcado pela pandemia.","Destrinchar a crise financeira do Vasco, resumida pela dívida de R$ 832 milhões, serve de cordão transmissor para entender os diferentes resultados alcançados pelos clubes brasileiros em 2020, ano marcado pela pandemia.",0.99329555
"O atual número dois do Itamaraty, que era IDbraçodireitoID do ex-ministro da pasta Ernesto Araújo, deverá ser sabatinado pela Comissão de Relações Exteriores (CRE), hoje presidida pela senadora Kátia Abreu (PP-TO).","O atual número dois do Itamaraty, que era ajudante principal do ex-ministro da pasta Ernesto Araújo, deverá ser sabatinado pela Comissão de Relações Exteriores (CRE), hoje presidida pela senadora Kátia Abreu (PP-TO).",1
"O atual número dois do Itamaraty, que era IDbraçodireitoID do ex-ministro da pasta Ernesto Araújo, deverá ser sabatinado pela Comissão de Relações Exteriores (CRE), hoje presidida pela senadora Kátia Abreu (PP-TO).","O atual número dois do Itamaraty, que era membro destro do ex-ministro da pasta Ernesto Araújo, deverá ser sabatinado pela Comissão de Relações Exteriores (CRE), hoje presidida pela senadora Kátia Abreu (PP-TO).",0.99415666
"Atualmente e sobretudo com a vinda da pandemia, a TI e o IDbraçodireitoID das organizaçoes, sem ela muitas organizaçoes nao teriam sobrevivido.","Atualmente e sobretudo com a vinda da pandemia, a TI e o ajudante principal das organizaçoes, sem ela muitas organizaçoes nao teriam sobrevivido.",1
"Atualmente e sobretudo com a vinda da pandemia, a TI e o IDbraçodireitoID das organizaçoes, sem ela muitas organizaçoes nao teriam sobrevivido.","Atualmente e sobretudo com a vinda da pandemia, a TI e o membro destro das organizaçoes, sem ela muitas organizaçoes nao teriam sobrevivido.",0.99108243
"O corpo encontrado na manhã deste sábado, 03, por volta das 9h30 em uma região de lavrado na RR 205, estrada que dá acesso ao município de Alto Alegre, ainda não foi identificado, porém a reportagem da Folha teve acesso a uma foto em que aparece uma tatuagem no IDbraçodireitoID com os nomes: Antônia e Armando.","O corpo encontrado na manhã deste sábado, 03, por volta das 9h30 em uma região de lavrado na RR 205, estrada que dá acesso ao município de Alto Alegre, ainda não foi identificado, porém a reportagem da Folha teve acesso a uma foto em que aparece uma tatuagem no membro destro com os nomes: Antônia e Armando.",1
"O corpo encontrado na manhã deste sábado, 03, por volta das 9h30 em uma região de lavrado na RR 205, estrada que dá acesso ao município de Alto Alegre, ainda não foi identificado, porém a reportagem da Folha teve acesso a uma foto em que aparece uma tatuagem no IDbraçodireitoID com os nomes: Antônia e Armando.","O corpo encontrado na manhã deste sábado, 03, por volta das 9h30 em uma região de lavrado na RR 205, estrada que dá acesso ao município de Alto Alegre, ainda não foi identificado, porém a reportagem da Folha teve acesso a uma foto em que aparece uma tatuagem no ajudante principal com os nomes: Antônia e Armando.",0.9961308
"Segundo o Corpo de Bombeiros, Rafael estava com fratura exposta no IDbraçodireitoID, hemorragia e traumatismo craniano.","Segundo o Corpo de Bombeiros, Rafael estava com fratura exposta no membro destro, hemorragia e traumatismo craniano.",1
"Segundo o Corpo de Bombeiros, Rafael estava com fratura exposta no IDbraçodireitoID, hemorragia e traumatismo craniano.","Segundo o Corpo de Bombeiros, Rafael estava com fratura exposta no ajudante principal, hemorragia e traumatismo craniano.",0.97862434
"A atitude que esse cão, da raça IDpastoralemãoID, teve ao ajudar um homem cego, poderia ter sido instruída por um humano, mas a iniciativa admirável segundo o Times Now News, que ocorreu na cidade de Pune, Índia, surgiu do próprio cachorro.","A atitude que esse cão, da raça cachorro, teve ao ajudar um homem cego, poderia ter sido instruída por um humano, mas a iniciativa admirável segundo o Times Now News, que ocorreu na cidade de Pune, Índia, surgiu do próprio cachorro.",1
"A atitude que esse cão, da raça IDpastoralemãoID, teve ao ajudar um homem cego, poderia ter sido instruída por um humano, mas a iniciativa admirável segundo o Times Now News, que ocorreu na cidade de Pune, Índia, surgiu do próprio cachorro.","A atitude que esse cão, da raça pegureiro germânico, teve ao ajudar um homem cego, poderia ter sido instruída por um humano, mas a iniciativa admirável segundo o Times Now News, que ocorreu na cidade de Pune, Índia, surgiu do próprio cachorro.",0.98794794
Um cão de raça IDpastoralemãoID foi encontrado preso na parte de baixo de uma carrinha. ,Um cão de raça cachorro foi encontrado preso na parte de baixo de uma carrinha. ,1
Um cão de raça IDpastoralemãoID foi encontrado preso na parte de baixo de uma carrinha. ,Um cão de raça pegureiro germânico foi encontrado preso na parte de baixo de uma carrinha. ,0.9332082
"Além disso, foi o primeiro estudante surdo do país a entrar em um IDcolégiomilitarID.","Além disso, foi o primeiro estudante surdo do país a entrar em um escola militar.",1
"Além disso, foi o primeiro estudante surdo do país a entrar em um IDcolégiomilitarID.","Além disso, foi o primeiro estudante surdo do país a entrar em um escola bélica.",0.9658766
Meu sonho era colocar meu filho no Colégio Militar.,Meu sonho era colocar meu filho no Colégio Militar.,1
Meu sonho era colocar meu filho no Colégio Militar.,Meu sonho era colocar meu filho no Colégio Militar.,1.0
O serviço também segue na avenida Pedro Neiva de Santana e no Colégio Militar.,O serviço também segue na avenida Pedro Neiva de Santana e no Colégio Militar.,1
O serviço também segue na avenida Pedro Neiva de Santana e no Colégio Militar.,O serviço também segue na avenida Pedro Neiva de Santana e no Colégio Militar.,1.0
"Para te ajudar a sortear e dividir as duplas do famoso IDamigosecretoID , separamos 5 sites eaplicativos especializados nessa tarefa.","Para te ajudar a sortear e dividir as duplas do famoso brincadeira de presentear , separamos 5 sites eaplicativos especializados nessa tarefa.",1
"Para te ajudar a sortear e dividir as duplas do famoso IDamigosecretoID , separamos 5 sites eaplicativos especializados nessa tarefa.","Para te ajudar a sortear e dividir as duplas do famoso companheiro oculto , separamos 5 sites eaplicativos especializados nessa tarefa.",0.9754687
"A troca de presentes no IDamigosecretoID é uma das tradições mais populares de fim de ano: é um jogo divertido em que, no fim da noite, todos os participantes saem felizes com um presente.","A troca de presentes no brincadeira de presentear é uma das tradições mais populares de fim de ano: é um jogo divertido em que, no fim da noite, todos os participantes saem felizes com um presente.",1
"A troca de presentes no IDamigosecretoID é uma das tradições mais populares de fim de ano: é um jogo divertido em que, no fim da noite, todos os participantes saem felizes com um presente.","A troca de presentes no companheiro oculto é uma das tradições mais populares de fim de ano: é um jogo divertido em que, no fim da noite, todos os participantes saem felizes com um presente.",0.9835508
"Revelado o IDamigosecretoID, a pessoa abria o presente na câmera e mostrava para todo mundo.","Revelado o brincadeira de presentear, a pessoa abria o presente na câmera e mostrava para todo mundo.",1
"Revelado o IDamigosecretoID, a pessoa abria o presente na câmera e mostrava para todo mundo.","Revelado o companheiro oculto, a pessoa abria o presente na câmera e mostrava para todo mundo.",0.96809524
"Até no final da ligação, todos nós falamos que foi o melhor IDamigosecretoID, porque a gente disponibilizou um tempo muito maior para aquela ação.","Até no final da ligação, todos nós falamos que foi o melhor brincadeira de presentear, porque a gente disponibilizou um tempo muito maior para aquela ação.",1
"Até no final da ligação, todos nós falamos que foi o melhor IDamigosecretoID, porque a gente disponibilizou um tempo muito maior para aquela ação.","Até no final da ligação, todos nós falamos que foi o melhor companheiro oculto, porque a gente disponibilizou um tempo muito maior para aquela ação.",0.9705845
"Depois, a pessoa que criou o grupo, o chamado moderador, passa a convidar os conhecidos a entrarem no IDamigosecretoID.","Depois, a pessoa que criou o grupo, o chamado moderador, passa a convidar os conhecidos a entrarem no brincadeira de presentear.",1
"Depois, a pessoa que criou o grupo, o chamado moderador, passa a convidar os conhecidos a entrarem no IDamigosecretoID.","Depois, a pessoa que criou o grupo, o chamado moderador, passa a convidar os conhecidos a entrarem no companheiro oculto.",0.97760445
"Fernanda conta que achou o IDamigosecretoID virtual interessante por conta, alem de outras coisas, da interatividade.","Fernanda conta que achou o brincadeira de presentear virtual interessante por conta, alem de outras coisas, da interatividade.",1
"Fernanda conta que achou o IDamigosecretoID virtual interessante por conta, alem de outras coisas, da interatividade.","Fernanda conta que achou o companheiro oculto virtual interessante por conta, alem de outras coisas, da interatividade.",0.96629983
A popular brincadeira de IDamigosecretoID sofreu adaptação e a troca de discursos presenciais será feita em plataformas de videochamada.,A popular brincadeira de brincadeira de presentear sofreu adaptação e a troca de discursos presenciais será feita em plataformas de videochamada.,1
A popular brincadeira de IDamigosecretoID sofreu adaptação e a troca de discursos presenciais será feita em plataformas de videochamada.,A popular brincadeira de companheiro oculto sofreu adaptação e a troca de discursos presenciais será feita em plataformas de videochamada.,0.9739872
Veja o grupo em que o Amigo Secreto vai acontecer para então pensarem juntos no melhor valor para os presentes.,Veja o grupo em que o Amigo Secreto vai acontecer para então pensarem juntos no melhor valor para os presentes.,1
Veja o grupo em que o Amigo Secreto vai acontecer para então pensarem juntos no melhor valor para os presentes.,Veja o grupo em que o Amigo Secreto vai acontecer para então pensarem juntos no melhor valor para os presentes.,1.0
"Dependendo do grupo em que o Amigo Secreto vai acontecer, nem todo mundo se conhece tão bem a ponto de saber das preferências de quem pegou no sorteio.","Dependendo do grupo em que o Amigo Secreto vai acontecer, nem todo mundo se conhece tão bem a ponto de saber das preferências de quem pegou no sorteio.",1
"Dependendo do grupo em que o Amigo Secreto vai acontecer, nem todo mundo se conhece tão bem a ponto de saber das preferências de quem pegou no sorteio.","Dependendo do grupo em que o Amigo Secreto vai acontecer, nem todo mundo se conhece tão bem a ponto de saber das preferências de quem pegou no sorteio.",1.0
A aflição na hora de comprar algo para o IDamigosecretoID da firma só mostra o quanto nossos relacionamentos são superficiais.,A aflição na hora de comprar algo para o brincadeira de presentear da firma só mostra o quanto nossos relacionamentos são superficiais.,1
A aflição na hora de comprar algo para o IDamigosecretoID da firma só mostra o quanto nossos relacionamentos são superficiais.,A aflição na hora de comprar algo para o companheiro oculto da firma só mostra o quanto nossos relacionamentos são superficiais.,0.97900623
"Lembre-se: a brincadeira é de IDamigosecretoID, e não ""amigo indesejado"" ou ""amigo desconhecido"", não é mesmo?","Lembre-se: a brincadeira é de brincadeira de presentear, e não ""amigo indesejado"" ou ""amigo desconhecido"", não é mesmo?",1
"Lembre-se: a brincadeira é de IDamigosecretoID, e não ""amigo indesejado"" ou ""amigo desconhecido"", não é mesmo?","Lembre-se: a brincadeira é de companheiro oculto, e não ""amigo indesejado"" ou ""amigo desconhecido"", não é mesmo?",0.9815679
"Meu IDamigosecretoID é mais do que um amigo, eu nunca conheci um coração tão generoso, incapaz de deixar alguém na mão"", iniciou a mulher no vídeo.","Meu brincadeira de presentear é mais do que um amigo, eu nunca conheci um coração tão generoso, incapaz de deixar alguém na mão"", iniciou a mulher no vídeo.",1
"Meu IDamigosecretoID é mais do que um amigo, eu nunca conheci um coração tão generoso, incapaz de deixar alguém na mão"", iniciou a mulher no vídeo.","Meu companheiro oculto é mais do que um amigo, eu nunca conheci um coração tão generoso, incapaz de deixar alguém na mão"", iniciou a mulher no vídeo.",0.9852374
"Para celebrar tantas conquistas, o Balcão Rural convidou um time de produtores de conteúdo do universo do agro que se destacaram durante o ano para um IDamigosecretoID totalmente digital.","Para celebrar tantas conquistas, o Balcão Rural convidou um time de produtores de conteúdo do universo do agro que se destacaram durante o ano para um brincadeira de presentear totalmente digital.",1
"Para celebrar tantas conquistas, o Balcão Rural convidou um time de produtores de conteúdo do universo do agro que se destacaram durante o ano para um IDamigosecretoID totalmente digital.","Para celebrar tantas conquistas, o Balcão Rural convidou um time de produtores de conteúdo do universo do agro que se destacaram durante o ano para um companheiro oculto totalmente digital.",0.9859423
Cada participante descobriu seu IDamigosecretoID por um aplicativo e comprou o presente do seu amigo no site do Balcão.,Cada participante descobriu seu brincadeira de presentear por um aplicativo e comprou o presente do seu amigo no site do Balcão.,1
Cada participante descobriu seu IDamigosecretoID por um aplicativo e comprou o presente do seu amigo no site do Balcão.,Cada participante descobriu seu companheiro oculto por um aplicativo e comprou o presente do seu amigo no site do Balcão.,0.9751935
"O clássico IDamigosecretoID de fim de ano da Record TV promove trocas de presentes luxuosos entre estrelas: viagens internacionais, iPhones, entre outros itens.","O clássico brincadeira de presentear de fim de ano da Record TV promove trocas de presentes luxuosos entre estrelas: viagens internacionais, iPhones, entre outros itens.",1
"O clássico IDamigosecretoID de fim de ano da Record TV promove trocas de presentes luxuosos entre estrelas: viagens internacionais, iPhones, entre outros itens.","O clássico companheiro oculto de fim de ano da Record TV promove trocas de presentes luxuosos entre estrelas: viagens internacionais, iPhones, entre outros itens.",0.98047894
"A pesquisa estima que 66,3 milhões de pessoas participem de pelo menos algum IDamigosecretoID no trabalho ou na família.","A pesquisa estima que 66,3 milhões de pessoas participem de pelo menos algum brincadeira de presentear no trabalho ou na família.",1
"A pesquisa estima que 66,3 milhões de pessoas participem de pelo menos algum IDamigosecretoID no trabalho ou na família.","A pesquisa estima que 66,3 milhões de pessoas participem de pelo menos algum companheiro oculto no trabalho ou na família.",0.9532155
"Em média, os consumidores pretendem participar de quase dois eventos de IDamigosecretoID.","Em média, os consumidores pretendem participar de quase dois eventos de brincadeira de presentear.",1
"Em média, os consumidores pretendem participar de quase dois eventos de IDamigosecretoID.","Em média, os consumidores pretendem participar de quase dois eventos de companheiro oculto.",0.9523572
O IDamigosecretoID parece nunca sair de moda entre os brasileiros.,O brincadeira de presentear parece nunca sair de moda entre os brasileiros.,1
O IDamigosecretoID parece nunca sair de moda entre os brasileiros.,O companheiro oculto parece nunca sair de moda entre os brasileiros.,0.9429302
A pessoa fecha os olhos enquanto seu IDamigosecretoID levanta a mão para todos o identificarem.,A pessoa fecha os olhos enquanto seu brincadeira de presentear levanta a mão para todos o identificarem.,1
A pessoa fecha os olhos enquanto seu IDamigosecretoID levanta a mão para todos o identificarem.,A pessoa fecha os olhos enquanto seu companheiro oculto levanta a mão para todos o identificarem.,0.95583856
E o Cortázar um dia ligou para minha casa e deixou um recado na IDsecretáriaeletrônicaID.,E o Cortázar um dia ligou para minha casa e deixou um recado na gravador de mensagens de ligações.,1
E o Cortázar um dia ligou para minha casa e deixou um recado na IDsecretáriaeletrônicaID.,E o Cortázar um dia ligou para minha casa e deixou um recado na ajudante digital.,0.9547073
"Ao ouvir a IDsecretáriaeletrônicaID, selecione a opção 5 para cancelamento do serviço.","Ao ouvir a gravador de mensagens de ligações, selecione a opção 5 para cancelamento do serviço.",1
"Ao ouvir a IDsecretáriaeletrônicaID, selecione a opção 5 para cancelamento do serviço.","Ao ouvir a ajudante digital, selecione a opção 5 para cancelamento do serviço.",0.96252054
"Entre outras peças estão uma fita da IDsecretáriaeletrônicaID de Prince, com suas mensagens gravadas, a ""guitarra de nuvem"", feita sob medida para o cantor e que também tem valor estimado de R$342.500, álbuns autografados e roupas utilizadas em turnês feitas pelo ídolo pop.","Entre outras peças estão uma fita da gravador de mensagens de ligações de Prince, com suas mensagens gravadas, a ""guitarra de nuvem"", feita sob medida para o cantor e que também tem valor estimado de R$342.500, álbuns autografados e roupas utilizadas em turnês feitas pelo ídolo pop.",1
"Entre outras peças estão uma fita da IDsecretáriaeletrônicaID de Prince, com suas mensagens gravadas, a ""guitarra de nuvem"", feita sob medida para o cantor e que também tem valor estimado de R$342.500, álbuns autografados e roupas utilizadas em turnês feitas pelo ídolo pop.","Entre outras peças estão uma fita da ajudante digital de Prince, com suas mensagens gravadas, a ""guitarra de nuvem"", feita sob medida para o cantor e que também tem valor estimado de R$342.500, álbuns autografados e roupas utilizadas em turnês feitas pelo ídolo pop.",0.9920753
"Depois de ouvir um recado de Edu para Helena na IDsecretáriaeletrônicaID, Camila telefona para Roberto.","Depois de ouvir um recado de Edu para Helena na gravador de mensagens de ligações, Camila telefona para Roberto.",1
"Depois de ouvir um recado de Edu para Helena na IDsecretáriaeletrônicaID, Camila telefona para Roberto.","Depois de ouvir um recado de Edu para Helena na ajudante digital, Camila telefona para Roberto.",0.9662359
Quase sempre caía na IDsecretáriaeletrônicaID.,Quase sempre caía na gravador de mensagens de ligações.,1
Quase sempre caía na IDsecretáriaeletrônicaID.,Quase sempre caía na ajudante digital.,0.8470466
"Para ele, abrir a torneira do chuveiro foi como ""abrir a torneira da mente"", e antes de sair com os amigos, ligou para a IDsecretáriaeletrônicaID de sua casa e gravou os versos para não esquecer.","Para ele, abrir a torneira do chuveiro foi como ""abrir a torneira da mente"", e antes de sair com os amigos, ligou para a gravador de mensagens de ligações de sua casa e gravou os versos para não esquecer.",1
"Para ele, abrir a torneira do chuveiro foi como ""abrir a torneira da mente"", e antes de sair com os amigos, ligou para a IDsecretáriaeletrônicaID de sua casa e gravou os versos para não esquecer.","Para ele, abrir a torneira do chuveiro foi como ""abrir a torneira da mente"", e antes de sair com os amigos, ligou para a ajudante digital de sua casa e gravou os versos para não esquecer.",0.9917547
"O casal teve sua relação secreta descoberta no capítulo desta terça-feira, quando a policial ligou para a dona de casa e deixou um recado na IDsecretáriaeletrônicaID – que a mãe, a cozinheira Nice (Kelzy Ecard), ouviu enquanto preparava quentinhas na casa da ex-vizinha que, ela nem sabia, é sua nora.","O casal teve sua relação secreta descoberta no capítulo desta terça-feira, quando a policial ligou para a dona de casa e deixou um recado na gravador de mensagens de ligações – que a mãe, a cozinheira Nice (Kelzy Ecard), ouviu enquanto preparava quentinhas na casa da ex-vizinha que, ela nem sabia, é sua nora.",1
"O casal teve sua relação secreta descoberta no capítulo desta terça-feira, quando a policial ligou para a dona de casa e deixou um recado na IDsecretáriaeletrônicaID – que a mãe, a cozinheira Nice (Kelzy Ecard), ouviu enquanto preparava quentinhas na casa da ex-vizinha que, ela nem sabia, é sua nora.","O casal teve sua relação secreta descoberta no capítulo desta terça-feira, quando a policial ligou para a dona de casa e deixou um recado na ajudante digital – que a mãe, a cozinheira Nice (Kelzy Ecard), ouviu enquanto preparava quentinhas na casa da ex-vizinha que, ela nem sabia, é sua nora.",0.994094
"Antigamente, o mais perto que um indivíduo comum chegava de ouvir a própria voz era através de uma IDsecretáriaeletrônicaID.","Antigamente, o mais perto que um indivíduo comum chegava de ouvir a própria voz era através de uma gravador de mensagens de ligações.",1
"Antigamente, o mais perto que um indivíduo comum chegava de ouvir a própria voz era através de uma IDsecretáriaeletrônicaID.","Antigamente, o mais perto que um indivíduo comum chegava de ouvir a própria voz era através de uma ajudante digital.",0.9787438
Um passageiro impaciente ligou para o número gratuito anunciado na entrada e ouviu uma IDsecretáriaeletrônicaID que revelou: “o drive-in fecha aos domingos”. ,Um passageiro impaciente ligou para o número gratuito anunciado na entrada e ouviu uma gravador de mensagens de ligações que revelou: “o drive-in fecha aos domingos”. ,1
Um passageiro impaciente ligou para o número gratuito anunciado na entrada e ouviu uma IDsecretáriaeletrônicaID que revelou: “o drive-in fecha aos domingos”. ,Um passageiro impaciente ligou para o número gratuito anunciado na entrada e ouviu uma ajudante digital que revelou: “o drive-in fecha aos domingos”. ,0.9853193
"A função permitirá configurar respostas prontas, algo semelhante a mensagens em uma IDsecretáriaeletrônicaID.","A função permitirá configurar respostas prontas, algo semelhante a mensagens em uma gravador de mensagens de ligações.",1
"A função permitirá configurar respostas prontas, algo semelhante a mensagens em uma IDsecretáriaeletrônicaID.","A função permitirá configurar respostas prontas, algo semelhante a mensagens em uma ajudante digital.",0.9736354
"Bachelet, que é médica, participou hoje (15) de rodada dos Seminários Avançados CRIS 2021: Direitos humanos, pandemia e saúde, promovidos pela Fundação Oswaldo Cruz (Fiocruz), vinculada ao Ministério da Saúde.","Bachelet, que é médica, participou hoje (15) de rodada dos Seminários Avançados CRIS 2021: Direitos humanos, pandemia e saúde, promovidos pela Fundação Oswaldo Cruz (Fiocruz), vinculada ao Ministério da Saúde.",1
"Bachelet, que é médica, participou hoje (15) de rodada dos Seminários Avançados CRIS 2021: Direitos humanos, pandemia e saúde, promovidos pela Fundação Oswaldo Cruz (Fiocruz), vinculada ao Ministério da Saúde.","Bachelet, que é médica, participou hoje (15) de rodada dos Seminários Avançados CRIS 2021: Direitos humanos, pandemia e saúde, promovidos pela Fundação Oswaldo Cruz (Fiocruz), vinculada ao Ministério da Saúde.",1.0
"coronavírus, desigualdade social, IDdireitoshumanosID, michelle bachelet, onu, pandemia","coronavírus, desigualdade social, estes são direitos, michelle bachelet, onu, pandemia",1
"coronavírus, desigualdade social, IDdireitoshumanosID, michelle bachelet, onu, pandemia","coronavírus, desigualdade social, estes são benefícios humanais, michelle bachelet, onu, pandemia",0.9623542
"Néri destaca que o Brasil pode ser considerado um país bastante bem situado, em termos normativos, para a defesa dos IDdireitoshumanosID, mas tem um Judiciário conservador.","Néri destaca que o Brasil pode ser considerado um país bastante bem situado, em termos normativos, para a defesa dos estes são direitos, mas tem um Judiciário conservador.",1
"Néri destaca que o Brasil pode ser considerado um país bastante bem situado, em termos normativos, para a defesa dos IDdireitoshumanosID, mas tem um Judiciário conservador.","Néri destaca que o Brasil pode ser considerado um país bastante bem situado, em termos normativos, para a defesa dos estes são benefícios humanais, mas tem um Judiciário conservador.",0.98097265
"Koerner pontua os recentes movimentos autoritários contra os IDdireitoshumanosID, que têm provido ataques significativos às próprias universidades.","Koerner pontua os recentes movimentos autoritários contra os estes são direitos, que têm provido ataques significativos às próprias universidades.",1
"Koerner pontua os recentes movimentos autoritários contra os IDdireitoshumanosID, que têm provido ataques significativos às próprias universidades.","Koerner pontua os recentes movimentos autoritários contra os estes são benefícios humanais, que têm provido ataques significativos às próprias universidades.",0.9808171
"Ela apelou por um recomeço radical, a fim de construir um mundo baseado em igualdade, IDdireitoshumanosID e humanidade: ""Precisamos aprender com a pandemia, e nos juntarmos para trabalhar com coragem e criatividade, de modo que todos estejam em pé de igualdade.""","Ela apelou por um recomeço radical, a fim de construir um mundo baseado em igualdade, estes são direitos e humanidade: ""Precisamos aprender com a pandemia, e nos juntarmos para trabalhar com coragem e criatividade, de modo que todos estejam em pé de igualdade.""",1
"Ela apelou por um recomeço radical, a fim de construir um mundo baseado em igualdade, IDdireitoshumanosID e humanidade: ""Precisamos aprender com a pandemia, e nos juntarmos para trabalhar com coragem e criatividade, de modo que todos estejam em pé de igualdade.""","Ela apelou por um recomeço radical, a fim de construir um mundo baseado em igualdade, estes são benefícios humanais e humanidade: ""Precisamos aprender com a pandemia, e nos juntarmos para trabalhar com coragem e criatividade, de modo que todos estejam em pé de igualdade.""",0.99153996
A DW destacou oito exemplos de abusos de IDdireitoshumanosID denunciados pela Anistia Internacional.,A DW destacou oito exemplos de abusos de estes são direitos denunciados pela Anistia Internacional.,1
A DW destacou oito exemplos de abusos de IDdireitoshumanosID denunciados pela Anistia Internacional.,A DW destacou oito exemplos de abusos de estes são benefícios humanais denunciados pela Anistia Internacional.,0.9639998
A ONG Global Witness classifica o Brasil como a terceira nação mais letal para ativistas ambientais e dos IDdireitoshumanosID.,A ONG Global Witness classifica o Brasil como a terceira nação mais letal para ativistas ambientais e dos estes são direitos.,1
A ONG Global Witness classifica o Brasil como a terceira nação mais letal para ativistas ambientais e dos IDdireitoshumanosID.,A ONG Global Witness classifica o Brasil como a terceira nação mais letal para ativistas ambientais e dos estes são benefícios humanais.,0.97321665
"A Anistia Internacional destacou que houve um fortalecimento da retórica contra os IDdireitoshumanosID no Brasil no ano passado, condição que elevou os riscos para ativistas, jornalistas e minorias, além de promover mais violência no país.","A Anistia Internacional destacou que houve um fortalecimento da retórica contra os estes são direitos no Brasil no ano passado, condição que elevou os riscos para ativistas, jornalistas e minorias, além de promover mais violência no país.",1
"A Anistia Internacional destacou que houve um fortalecimento da retórica contra os IDdireitoshumanosID no Brasil no ano passado, condição que elevou os riscos para ativistas, jornalistas e minorias, além de promover mais violência no país.","A Anistia Internacional destacou que houve um fortalecimento da retórica contra os estes são benefícios humanais no Brasil no ano passado, condição que elevou os riscos para ativistas, jornalistas e minorias, além de promover mais violência no país.",0.9845472
"Prosseguiu o encolhimento do espaço cívico fomentado por uma narrativa oficial que estigmatizou as ONG, jornalistas, ativistas, defensores dos IDdireitoshumanosID e movimentos sociais.","Prosseguiu o encolhimento do espaço cívico fomentado por uma narrativa oficial que estigmatizou as ONG, jornalistas, ativistas, defensores dos estes são direitos e movimentos sociais.",1
"Prosseguiu o encolhimento do espaço cívico fomentado por uma narrativa oficial que estigmatizou as ONG, jornalistas, ativistas, defensores dos IDdireitoshumanosID e movimentos sociais.","Prosseguiu o encolhimento do espaço cívico fomentado por uma narrativa oficial que estigmatizou as ONG, jornalistas, ativistas, defensores dos estes são benefícios humanais e movimentos sociais.",0.9884606
"Ataques e assassinatos de defensores dos IDdireitoshumanosID, membros de povos indígenas, comunidades quilombolas [descendentes de escravos] e defensores ambientais continuaram sendo problemas crônicos"", acrescenta.","Ataques e assassinatos de defensores dos estes são direitos, membros de povos indígenas, comunidades quilombolas [descendentes de escravos] e defensores ambientais continuaram sendo problemas crônicos"", acrescenta.",1
"Ataques e assassinatos de defensores dos IDdireitoshumanosID, membros de povos indígenas, comunidades quilombolas [descendentes de escravos] e defensores ambientais continuaram sendo problemas crônicos"", acrescenta.","Ataques e assassinatos de defensores dos estes são benefícios humanais, membros de povos indígenas, comunidades quilombolas [descendentes de escravos] e defensores ambientais continuaram sendo problemas crônicos"", acrescenta.",0.9910181
"A organização de IDdireitoshumanosID fez ressalvas sobre a falta de independência e de imparcialidade do Conselho Judiciário do Líbano, encarregado da investigação do acidente, o qual ""também não tem jurisdição para processar autoridades em exercício ou passadas, inclusive o presidente e seus ministros"".","A organização de estes são direitos fez ressalvas sobre a falta de independência e de imparcialidade do Conselho Judiciário do Líbano, encarregado da investigação do acidente, o qual ""também não tem jurisdição para processar autoridades em exercício ou passadas, inclusive o presidente e seus ministros"".",1
