sentence1,sentence2,label
Tornou-se livre-docente de Literatura Brasileira em 1945 e doutor em Ciências em 1954.,livre-docente,1
"É graduado em Medicina, doutor em Bioquímica pela Faculdade de Medicina e livre-docente pelo Instituto de Química.",livre-docente,1
"Neste ano, será preciso elencar ideias fundamentais"", afirma Nilson José Machado, livre-docente na área de Epistemologia e Didática, na Faculdade de Educação da Universidade de São Paulo (USP) e professor titular na mesma instituição.",livre-docente,1
"A mediadora Helena Altmann, é professora livre-docente da Unicamp, na Faculdade de Educação Física e no Programa de Pós-graduação em Educação.",livre-docente,1
"Para a historiadora Marisa Midori Deaecto, professora livre-docente em História do Livro na Escola de Comunicações de Artes da Universidade de São Paulo, o atual discurso do governo e a taxação contribuem para piorar o acesso ao livro no Brasil.",livre-docente,1
"É importante que os familiares mostrem de maneira clara que existem mudanças, por que elas existem e por que ele não está indo à escola"", diz o professor livre-docente em neurologia pela USP (Universidade de São Paulo), Erasmo Casella.",livre-docente,1
"Carlos Berriel - professor livre-docente no Departamento de Teoria Literária da Unicamp e professor visitante na Università di Firenze, Itália.",livre-docente,1
"A segunda fileira é digna de classe executiva, com encostos especiais para a cabeça e sistema pneumático de massagem, com nove configurações distintas.   ",classe executiva,1
"Eles podem optar por ficar na primeira classe, por 59.800 ienes (R$ 3.073), ou na classe executiva, por 29.800 ienes (R$ 1.531).",classe executiva,1
"E sabemos que para quem planeja voos mais longos, optar por uma Classe Executiva pode ser um fator decisivo para o sucesso de sua viagem, afinal, nada melhor do que chegar descansado e satisfeito em seu destino final, não é mesmo?",classe executiva,1
Voar em classe executiva não é o que costumava ser.,classe executiva,1
"“Não há ninguém para ajudá-lo com sua bagagem, você não é escoltado até seu assento e definitivamente não há champanhe antes do início do voo”, disse Sandra Lim, que voou na classe executiva de Los Angeles para Cingapura com a Singapore Air no mês passado.",classe executiva,1
"Uma vez que os viajantes de negócios eram responsáveis por ocupar a maior parte dos assentos de primeira classe e classe executiva – e que, em muitos voos, esses passageiros chegavam a representar 75% do lucro da companhia aérea –, a tendência é que as empresas passem a dar um jeito de atrair outros públicos para a área VIP dos aviões.",classe executiva,1
A mesma sensação eu tive ao experimentar a classe executiva da KLM.,classe executiva,1
"No entanto, a empresa destaca que não existem serviços adicionais de classe executiva para as rotas domésticas que serão operadas por aeronaves widebody, como por exemplo, um menu e serviço de bordo diferente. ",classe executiva,1
A funcionária passou a maquininha no meu bilhete e gritou: “ele está na classe executiva.”,classe executiva,1
"Viajar na classe executiva ou na primeira classe significa usufruir de uma série de benefícios, mimos e conforto que não pertencem a simples mortais como eu.",classe executiva,1
"Por outro lado, a classe executiva é cheia de luxo, mas tem preços impagáveis para a maioria dos passageiros.",classe executiva,1
A empresa lançou um pacote de tarifas no que pode ser considerada a classe executiva mais básica do mundo.,classe executiva,1
"Durante um anuncio de seus resultados financeiros hoje(04), a Lufthansa disse que sua nova classe executiva deverá ser disponibilizada em 2022.",classe executiva,1
"Já o Boeing 787-9 que a Lufthansa encomendou cerca de 20 aeronaves tem programada entrega para 2022, coincidindo com a previsão da Lufthansa em lançar a nova classe executiva.",classe executiva,1
"Com isso, linhas aéreas tiveram que cortar muito dos luxos esperados na classe executiva e na primeira classe, tanto para cortar custos quanto para diminuir a chance de transmissão da covid-19.",classe executiva,1
Mas o maior benefício que a classe executiva perdeu é o espaço.,classe executiva,1
"Também não é para menos, a Classe executiva é uma opção reconhecida por proporcionar uma experiência de viagem única e relaxante aos seus passageiros.",classe executiva,1
"A classe executiva tem cerca de 60 lugares, nas seções da frente do primeiro andar e no segundo piso.",classe executiva,1
"Fácil de explicar: entre as empresas europeias, a classe executiva da Lufthansa é uma das maiores.",classe executiva,1
"A Companhia aérea portuguesa está a oferecer os melhores preços, desde 99€, para viagens na classe executiva, em reservas efetuadas entre o dia 17 e 18 de agosto e é válida para voos durante todo o mês de setembro.",classe executiva,1
"Eles chegaram a arrombar a porta do carro-forte com explosivos, mas o cofre não foi aberto.",carro-forte,1
"O delegado Luiz Alberto informou que as investigações começaram logo depois da tentativa de assalto ao carro-forte, no supermercado Atacadão, na Iputinga, no Recife, em 2020.",carro-forte,1
"De acordo com um sargento da PM, envolveu uma carreta e um carro-forte, que faz transporte de ​valores.",carro-forte,1
"Antônio Jesus era investigado em diversos estados do Brasil por explosões a agências bancárias, roubos a carro-forte e mineradoras, além de porte de armas de grosso calibre.",carro-forte,1
"Segundo os investigadores, eles fotografaram a agência, visualizaram o abastecimento pelo carro-forte e obtiveram o imóvel para esconder a quadrilha.",carro-forte,1
"O crime ocorreu nesta quinta-feira (25), na Avenida Nossa Senhora de Fátima, na altura do bairro Agenor de Campos, no momento em que o carro-forte chegava para os profissionais manusearem um caixa eletrônico do lado de fora de um supermercado.",carro-forte,1
"No meio da estrada, pelo menos sete assaltantes usando capacetes e coletes à prova de bala abriram a tampa da carroceria da Toyota e começaram a atirar no carro-forte com um fuzil calibre 50 e outras armas de menor poder de impacto, entre elas uma de calibre 5.56.",carro-forte,1
"Todos os quatro guardas saíram ilesos do ataque, depois de terem sido forçados a entregarem os seis sacos de dinheiro que estavam no carro-forte, conforme o portal ABC Collor.",carro-forte,1
"De acordo com informações da 74ª Companhia Independente da Polícia Militar (74ª CIPM/RURAL), por volta das 10h, o Cicom de Juazeiro recebeu informações de que vários indivíduos portando armas longas, a bordo de dois veículos, teriam efetuado roubo a um carro-forte.",carro-forte,1
As imagens mostram o momento em que os cinco homens armados chegam em um carro e entram em confronto com seguranças do carro-forte.,carro-forte,1
Os criminosos chegaram a implantar um explosivo no carro-forte.,carro-forte,1
"Ainda de acordo com a PM, os quatro seguranças que estavam no carro-forte disseram que homens fortemente armados chegaram em um veículo, atiraram nos pneus e renderam o motorista da empresa de segurança.",carro-forte,1
"Segundo informações do Corpo de Bombeiros, carreta e carro-forte seguiam no mesmo sentido, de Lagoa Formosa para Patos de Minas, quando um terceiro veículo, que seguia adiante, teve o pneu estourado, e ficou parado atravessado na pista.",carro-forte,1
"De acordo com a Secretaria de Segurança Pública (SSP-BA), equipes da Companhia Independente de Policiamento Especializado (Cipe/Caatinga), com apoio da 25ª CIPM, fizeram a prisão e localizaram os explosivos após denúncias anônimas, e indicativos de possíveis ataques a carro-forte, na região.",carro-forte,1
"Segundo a Polícia Rodoviária, um outro carro-forte da empresa foi acionado para fazer o transbordo do dinheiro.",carro-forte,1
"Na acusação do MPMS (Ministério Público de MS), formulada em dezembro de 2019, consta que ele dava apoio logístico e material aos criminosos comandado por José Francisco Lumes, o “Zé da Lessa”, criador do grupo criminoso da Bahia, o BDM (Bonde do Maluco) e que arquitetou o roubo ao carro-forte.",carro-forte,1
"Após a tentativa frustrada de assalto ao carro-forte, o bando se refugiou em fazenda de propriedade do servidor, mas foi encontrado pela polícia e os quatro envolvidos foram mortos na troca de tiros, entre eles, Zé da Lessa.",carro-forte,1
"Eles estiveram no local uma semana antes, no sábado, visualizando o comportamento dos vigilantes no momento do recolhimento do dinheiro, o local onde a quantia ficava guardada, o trajeto de retorno, onde o carro-forte parava.",carro-forte,1
"Ainda de acordo com a corporação, um dos funcionários que estavam no veículo, e que teve ferimentos mais leves, ficou no local para fazer a guarda dos itens de valor no carro-forte.",carro-forte,1
Os suspeitos roubaram o dinheiro e ainda explodiram o carro-forte. ,carro-forte,1
Eles são picados pelo mosquito haemagogus contaminado com o vírus da febre amarela.,febre amarela,1
"Em função deste achado e de outros casos suspeitos e confirmados em diversos municípios do RS, a Secretaria da Saúde (SES) recomenda a vacinação contra a febre amarela na população gaúcha desde os 9 meses até 59 anos.",febre amarela,1
"Os bugios (e os macacos- prego, no caso do RS) são considerados sentinelas da febre amarela e não representam riscos à população.",febre amarela,1
A febre amarela urbana não é registrada no Brasil desde 1942.,febre amarela,1
"Até agora, o estado confirmou cinco casos humanos de febre amarela entre janeiro e a primeira semana de abril.",febre amarela,1
A febre amarela é doença infecciosa febril aguda.,febre amarela,1
"Contraindo os boatos, o relatório parcial da investigação apontou nesta quinta-feira (01) que os animais morreram de febre amarela.",febre amarela,1
O diagnóstico dos PNHs (primatas não-humanos) foi confirmado pelo Instituto Evandro Chagas para febre amarela.,febre amarela,1
"Em nota, também assinada pela Sociedade Brasileira de Mastozoologia, pela Universidade Federal do Acre (Ufac), pela Fundação Oswaldo Cruz (Fiocruz) e pelo Institute for Zoo, a instituição ressaltou que a suspeita inicial era febre amarela, pois a doença é endêmica da região e o seu vírus está em período de maior circulação.",febre amarela,1
"Os macacos são considerados sentinelas para a febre amarela, uma doença grave que chega a matar 30% das pessoas infectadas.",febre amarela,1
"José Luis também vende algodão-doce, feitos por ele | Arquivo Pessoal",algodão-doce,1
"Sim, esse algodão-doce de cannabis foi criado na Califórnia, pela empresa B-Edibles. ",algodão-doce,1
Isso faz com que a textura dos planetas seja comparada a algodão-doce.,algodão-doce,1
"Obrigatoriamente, o evento festivo deverá contar com estrutura em alumínio, locação de mesas e cadeiras, equipamento de som, cama elástica, piscina de bolinhas e barraquinhas de suco, cachorro-quente, pipoca, algodão-doce, canjica e curau.",algodão-doce,1
A dor emocional de ter um coração partido é constantemente comparada com o trauma de uma dor física e também já serviu de tema para embalar diversas músicas famosas de cantores dos mais diversos gêneros.,coração partido,1
"A doença é resultado de um enorme estresse emocional causado por um coração partido, seja ele por conta de um divórcio, término, traição ou morte de uma pessoa amada.",coração partido,1
"Mas quando ela descobriu que ele não sentia o mesmo por ela, ela ficou com o coração partido. ",coração partido,1
"Quando escrevi o som inspirei-me numa ideia de coração partido, mas ainda há pouco tempo me emocionei bastante a ouvir a música num contexto nada a ver.",coração partido,1
"Enquanto “Sacrifice” é uma Club Banger, feita para você se acabar de dançar se sentindo uma grande gostosa, “Sabotage” é um momento de vulnerabilidade, uma balada sobre estar consciente da adoção de um comportamento autossabotador, principalmente em relacionamentos, consciência que vem acompanhada da percepção de que essa conduta, inicialmente adotada como mecanismo de defesa, pode se tornar mais nociva que o risco de um eventual coração partido.",coração partido,1
"Em Anna é que a complexidade amorosa toma contornos, ela é a sua primeira paixão e seu primeiro coração partido, e ele idealiza situações de encontro e reencontro, mesmo na velhice, construindo uma vida com a pessoa que, na sua juventude, lhe causou um dano irrevogável e irreparável.",coração partido,1
"Ao contrário do seu trabalho de estréia, “Apart” é sobre coração partido, sobre não saber para onde ir ao se deparar com o fim de um relacionamento que dura há anos.",coração partido,1
"Entre decepções e aventuras, os três seguem por onde a sorte os levar, trazendo para a trama o significado sobre amor, desamor, amizade, família e loucas aventuras e jornadas inesquecíveis, para recuperar um coração partido e desiludido.",coração partido,1
"E nada mais poderoso do que um coração partido (se essa frase não está em ""Game of Thrones"", aliás, deveria).",coração partido,1
E não foi somente Caio Afiune que se comoveu com a história! Bianca Andrade contou nas redes sociais que ficou de coração partido com a situação de Britney.,coração partido,1
"""Eu assisti hoje, também, esse documentário da Britney. Eu já zerei todos os documentários, gente, sou apaixonada. Esse me deixou com o coração partido"", contou. ",coração partido,1
Brad Pitt terá ficado “de coração partido” com a notícia de que a equipa judicial de Jolie se preparava para entregar documentos que alegadamente comprovam violência doméstica.,coração partido,1
"Li o resumão (era contra até então), fiz um textão completamente desacreditado pelo que virou a minha profissão e de coração partido pelo episódio mequetrefe.",coração partido,1
"Portanto, o rompimento da concepção do ser humano livre, a partir dos grilhões trazidos pelo trabalho escravo e pelo tráfico de pessoas, acarreta a necessária incidência de ambos ramos do direito”, explicou Tânia Reckziegel.",trabalho escravo,1
O trabalho escravo é caracterizado quando o cidadão é submetido a trabalho forçado; jornada exaustiva; condições degradantes de trabalho e/ou servidão por dívidas.,trabalho escravo,1
"A JBS informou, em nota, que assim que soube que o nome de Fraga entrou para a lista suja do trabalho escravo, bloqueou o pecuarista “e todas as suas propriedades” da sua relação de fornecedores.",trabalho escravo,1
"""Quanto mais se resgata trabalhadores em situação análoga a de escravidão, além de garantir para eles a liberdade, além de limpar a cadeira produtiva, possibilitando um diferencial no comércio internacional, também temos um aumento na arrecadação, uma vez que quem utiliza trabalho escravo não está arrecadando impostos"", aponta Sakamoto. ",trabalho escravo,1
"Embora as situações não configurassem trabalho escravo, segundo a PRF, elas precisaram da ação dos procuradores, que realizaram a celebração de Termo de Ajuste de Conduta (TAC) em favor de 23 funcionários.",trabalho escravo,1
"O local foi alvo de uma operação conjunta entre diversos órgãos, em março deste ano, após denúncias de trabalho escravo.",trabalho escravo,1
Nós chegamos a ter no Brasil nove equipes de combate ao trabalho escravo.,trabalho escravo,1
"Depois desse período, a multa pode ser cobrada, executada e o nome da pessoa entra na lista suja do trabalho escravo por dois anos.",trabalho escravo,1
Outra consequência dos novos tempos está na mudança observada no cenário do trabalho escravo ou em situação análoga à escravidão.,trabalho escravo,1
"As histórias levantadas no relatório destacam como, após mais de 10 anos de políticas corporativas sendo anunciadas para enfrentar o trabalho escravo em fazendas de gado, a situação de muitos trabalhadores não mudou.",trabalho escravo,1
"A voz começa na laringe, após a vibração das pregas vocais (popularmente chamadas de cordas vocais) sob a pressão do ar dos pulmões.",cordas vocais,1
O câncer de laringe é um dos alvos dos especialistas quando o assunto é cuidado com as cordas vocais.,cordas vocais,1
Mas como saber se há um problema nas cordas vocais?,cordas vocais,1
"Apesar de, algumas vezes, a voz rouca ser considerada “normal”, ela sugere um problema nas cordas vocais.",cordas vocais,1
E isso também significa mais inflamação ou lesão nas cordas vocais.,cordas vocais,1
"“Cometer abusos com a saúde vocal e não se atentar ao fato de que a sua garganta precisa de cuidados podem resultar em problemas graves, como edema, nódulos nas cordas vocais e até câncer de laringe”, alerta a Dra. Cristiane Romano, fonoaudióloga, mestre e doutora em Ciências e Expressividade pela USP.",cordas vocais,1
"Ela teria interrompido as gravações e ordenado que todos fossem embora com uma voz extremamente grave, como se suas cordas vocais tivessem engrossado.",cordas vocais,1
"Esse procedimento errado pode intubar o estomago e piorar a situaçao de oxigenaçao do cerebro e pulmao, dilacerar as cordas vocais e lacerar a traqueia.",cordas vocais,1
"O vencedor do ""The Voice Brasil Kids"" deste ano, Kaue Penna, descobriu recentemente um cisto nas cordas vocais e fara um acompanhamento com fonoaudiologas.",cordas vocais,1
Sintomas de cisto nas cordas vocais,cordas vocais,1
"O diagnostico pode ser feito atraves da microlaringoscopia, um exame que visa a avaliaçao completa das cordas vocais, sob anestesia geral.",cordas vocais,1
"Ele também alerta sobre a consequência de possíveis sequelas geradas por conta do tempo de internação do paciente, como o aumento da chance de pneumonia associada à ventilação mecânica e lesão nas cordas vocais.",cordas vocais,1
"O edema é a acumulação excessiva de muco nas cordas vocais, que pode causar dificuldade de respiração e prejudicar a qualidade da voz.",cordas vocais,1
As cordas vocais ficam com aspecto de inchadas.,cordas vocais,1
"Em casos extremos, em que se nota a presença de atrofiamento das cordas vocais, são indicadas intervenções cirúrgicas na laringe, com a inclusão de substâncias como ácido hialurônico ou hidroxiapatita.",cordas vocais,1
"Estudo italiano apontou que pacientes desenvolveram dificuldade para engolir, enfraquecimento das cordas vocais e fadiga muscular, entre outros sintomas.",cordas vocais,1
"De acordo com os pesquisadores, o vírus pode causar mudanças no movimento dos músculos das cordas vocais, indicando uma possível inflamação.",cordas vocais,1
"O uso exagerado das cordas vocais pode levar a um edema, mas, caso não melhore em 30 dias, é preciso consultar um médico, pois pode haver um pólipo.",cordas vocais,1
A causa do edema pode ser a causa de outros problemas nas cordas vocais.,cordas vocais,1
"Em seu texto, a artista contou que o problema nas cordas vocais começou em outubro, na reta final dos ensaios para a turnê.",cordas vocais,1
"Conforme Edirlene, que é mestre em Produção e Nutrição Animal, a tilápia apresenta conversão alimentar entre 1 a 1,5; bom crescimento em cultivo intensivo; grande rusticidade, suportando bem o manuseio intenso e os baixos níveis de oxigênio dissolvido na água e, sobretudo, apresenta grande resistência às doenças; além de carne branca, de textura firme, sem espinhos, de sabor pouco acentuado e de ótima aceitação.",carne branca,1
"Para garantir o animal de carne branca no feriado, as prefeituras da região organizam as feiras do peixe, na qual os piscicultores da região oferecem as mais variadas opções de espécies do animal de carne branca.",carne branca,1
"LINGUADO: carne branca e magra, tradicionalmente preparado em filés. ",carne branca,1
"O Guefilte fish - bolinhos de peixe (carpa, arenque ou qualquer outro peixe de carne branca), prato usado em todas as ocasioes especiais.",carne branca,1
"“Pra falar bem a verdade a última vez que comprei carne foi há duas semanas e ainda por conta da minha esposa, que gosta de um quibe, um bife, eu ainda como um pouco mais de carne branca como peixe e frango, mas nada que faça falta também”, comentou.",carne branca,1
"As datas comemorativas inspiram e influenciam muito na gastronomia devido as tradiçoes que foram criadas ao longo dos anos, como ovos de Pascoa e o rito de comer carne branca na sexta- feira, e em algumas religioes, de sexta ate domingo.",carne branca,1
"onfira os pratos sofisticados e fáceis: um vegano (falafel tradicional), outro ovolactovegetariano (fettuccine com manteiga, sálvia e parmesão), além de um com carne branca (namorado com vegetais).",carne branca,1
"Mas, para que não falte a essencial proteína, uma saída pode ser substituir a carne vermelha por carne branca (peixe) e/ou frutos do mar.",carne branca,1
A procura por carne branca aumentou bastante.,carne branca,1
"Contrariando o senso comum, comer carne branca pode ter os mesmos efeitos no colesterol do que quando ingerimos carne vermelha.",carne branca,1
"Acreditava-se, até então, que a carne branca era uma opção mais saudável.",carne branca,1
"Desta forma, a nutricionista da Medquimheo Janine Rover destaca a importância e os benefícios da carne branca no organismo.",carne branca,1
"A nutricionista Isabela Pimentel falou sobre a importância de comer a carne branca, sem abandonar a vermelha.",carne branca,1
A carne branca também é opção.,carne branca,1
"É que deixar de consumir carne branca ou vermelha não faz bem apenas para os animais, mas também para o ser humano.",carne branca,1
"As restriçoes nos portos de entrada da China trouxeram problemas logisticos aos exportadores chilenos, nao so de carne bovina, mas tambem de carne branca, o que resultou em uma reduçao de 48% no fluxo comercial de carne bovina com aquele pais.",carne branca,1
"“Durante a semana o meu consumo fica mais com os vegetais; a carne branca mais durante os finais de semanas. Hoje troco a proteína animal por diversos tipos de vegetais: abobrinha, cenoura, berinjela, batatas, e aumentei meu consumo de legumes”, conta Bianca.",carne branca,1
Eu estou comprando mais a carne branca.,carne branca,1
"A cachaça do tipo branca ressalta o sabor próprio da carne, dando frescor aos filés – é perfeita pra carne branca! Já se a intenção é dar ao bife aquele sabor de molho madeira, opte pela cachaça amarelinha.",carne branca,1
"Em relação à gordura, tem carne branca que é mais gordurosa que a carne vermelha e vice-versa, isso não é uma regra, depende do corte.",carne branca,1
"Ao lado do Palácio Guanabara, sede do governo, e do Palácio das Laranjeiras, residência oficial do governador, Brocoió é um verdadeiro elefante branco do estado do Rio de Janeiro.",elefante branco,1
"“A gente não quer que uma obra tão importante, com aspecto tão relevante para o nosso município se transforme num elefante branco porque, infelizmente, nesses trinta dias de entregue não passou disso.",elefante branco,1
"Mas como abortar o projeto agora e deixar um elefante branco do tamanho da Policlínica, em tempos de pandemia?",elefante branco,1
É triste ver mais esse elefante branco na cidade.,elefante branco,1
Ou fizeram um elefante branco que não precisavam ou não estão tendo a responsabilidade de equipá-los com pessoal e equipamentos para poder atender a população no momento tão crítico.,elefante branco,1
"Quem conhece Lages sabe que não é elefante branco, que a região precisa de um hospital.",elefante branco,1
"E o melhor uso do elefante branco de R$ 1,8 bilhão tem de ser outro.",elefante branco,1
"Por causa da pouca utilização, inclusive no mandato de Eduardo Paes (DEM) — e da imensidão do prédio “voando” no espaço da Barra da Tijuca — logo ganhou dos cariocas apelidos nada lisonjeiros, entre eles, o de “elefante branco”.",elefante branco,1
"Mas, passados cerca de dez anos, os trens não realizaram nenhuma viagem com turistas e encontram-se estacionados na estação da cidade ao relento, e a sensação é de que os trens se tornaram mais um elefante branco, mas estes, a vapor.",elefante branco,1
"Cinco anos depois da abertura (o início do funcionamento, em sistema de soft opening, foi em janeiro de 2013; e a inauguração para valer, em 16 de maio), a Cidade das Artes vai deixando para trás a fama de elefante branco e sendo ocupada por quem a financia: o contribuinte.",elefante branco,1
Nao poderiamos permitir que a obra se transformasse em um elefante branco.,elefante branco,1
Dudu é o pé-frio da extrema direita.,pé-frio,1
"Se o Mick Jagger não é o maior pé-frio da história eu não sei quem é"", afirmou um.",pé-frio,1
"O narrador global, alvo de um meme envolvendo ele e Patricia Poeta, ironizou a fama de pé-frio.",pé-frio,1
"Alguém por favor manda uma foto do Pyong misturado com o Mick Jagger, por favor"", pediu o ex-BBB, brincando com a fama de de pé-frio de Pyong e Jagger.",pé-frio,1
"Agora, acabou o histórico de pé-frio. É um marco para a gente. ",pé-frio,1
"Sem sucesso na ofensiva para vencer o argentino, o atacante trocou o time italiano pelo Real Madrid dos galácticos e continuou colecionando títulos. Do lado do desafeto, a vitória na queda de braço contra o brasileiro foi o último êxito de uma carreira marcada por derrotas dramáticas nos momentos decisivos, que valeram a Cúper o estigma de eterno e incorrigível ""pé-frio"".",pé-frio,1
"Irmão do camisa 27 do Tricolor, o também arqueiro Muriel, Alisson curtiu o dia de folga do time inglês no Brasil e levou uma cutucada dos torcedores: ""Pé-frio"", escreveu um deles.",pé-frio,1
Manuela conseguiu dar um chega para lá no pé-frio e viu a trama deslanchar com a proximidade de sua reta final em fevereiro de 2020.,pé-frio,1
"Flamenguista, Cunha foi ao estádio e viu o revés rubro-negro e imediatamente passou a ser alvo das redes sociais que o taxaram como pé-frio.",pé-frio,1
"Alguns dizem que tudo é melhor na terceira idade, outros que tudo é ruim.",terceira idade,1
O aumento da população com idade acima de 60 anos reforça ainda mais os grandes desafios e ações a serem realizados para melhorar a qualidade de vida dos cidadãos da terceira idade. ,terceira idade,1
"Mas, para chegar na terceira idade com qualidade de vida, e preciso estimular o corpo e a mente.",terceira idade,1
"Além disso, os moradores contam agora com duas praças equipadas com brinquedos e academia da terceira idade.",terceira idade,1
"Aurélio Alfieri, educador físico e youtuber, possui um canal com cerca de 730 mil inscritos e mais de três milhões de visualizações mensais, focado em exercícios para a terceira idade.",terceira idade,1
Entre os dias 23 e 25 de abril o espetáculo “LAS PELANCAS” apresenta com humor e reflexão os aspectos presentes na vida daqueles que chegam à terceira idade.,terceira idade,1
"Outras empresas do mesmo segmento surgiram na esteira da alta demanda por academias de terceira idade, de primeira idade, academias para jovens adultos, para cadeirantes.",terceira idade,1
"O maior desafio na terceira idade é que os idosos não foram ensinados a fazer sexo protegido: muitos nunca usaram um preservativo na vida, por exemplo.",terceira idade,1
Será um lugar apropriado para mulheres e homens da terceira idade descansarem após terem contribuído tanto para a nossa sociedade.,terceira idade,1
"Em um país como o Brasil, apesar de existir uma lei que regulamenta a questão, o trabalho na terceira idade ainda é um tabu e pode ser enxergado por extremos.",terceira idade,1
"Hoje (16), a empresa anunciou que seu E9 AntMiner deve ser lançado logo, que será uma máquina com chip de circuito integrado de aplicação específica (ASIC, na sigla em inglês) e irá operar com o algoritmo Ethash.",circuito integrado,1
"O dispositivo demonstra como, usando a tecnologia do ultrassom com um design de circuito integrado inteligente, é possível criar implantes sofisticados que entram profundamente no tecido para coletar dados de órgãos"", conta.",circuito integrado,1
"Internamente, o circuito integrado deve ser redesenhado para dar mais espaço a sensores ou até uma redução na espessura do relógio.",circuito integrado,1
"O erro ocorre no comando eletrônico do motor (FADEC), envolvendo o microprocessador do circuito integrado MN4 da placa principal do controlador eletrônico do motor (ECC).",circuito integrado,1
"Nao muito tempo apos o lançamento da geraçao passada, um entusiasta conhecido no Twitter como InstLatX64 elaborou diagramas de blocos que simulam o die (circuito integrado) dos futuros processadores.",circuito integrado,1
"O site XDA Developers aponta que o primeiro processador móvel do Google possui uma Unidade de Processamento de Tensor (TPU), um circuito integrado desenvolvido para tarefas como aprendizado de máquina e rede neural, além de um chip de segurança integrado.",circuito integrado,1
"Para criar uma célula de bateria, várias camadas desse material de nanodiamante são empilhadas e armazenadas com uma pequena placa de circuito integrado e um pequeno supercapacitor para coletar, armazenar e distribuir instantaneamente a carga.",circuito integrado,1
"Como vimos, o documento apresenta uma bela proposta de formato SOC (System On Chip) com circuito integrado, que seria destinado principalmente a dispositivos como notebooks, consoles e desktops, mas que também pode ser levado para outros projetos futuros.",circuito integrado,1
"De acordo com o laboratório de sistemas quânticos artificiais da MFTI, na Rússia, foi criado um circuito integrado quantum baseado em cinco cubos supercondutores.",circuito integrado,1
"O circuito integrado foi desenvolvido no laboratório de sistemas quânticos artificiais da MFTI e feita na base tecnológica do centro para o uso coletivo da Fiztech de Moscou, - é relatado no site do Instituto.",circuito integrado,1
"O circuito integrado (system on a chip, SoC) M1, que a marca estreou em 2020 no portátil Macbook, está agora a caminho daqueles que são dois produtos-bandeira da tecnológica: o computador ‘tudo-em-um’ iMac e o novo tablet de alto desempenho iPad Pro. ",circuito integrado,1
"A primeira caixa-preta, contendo os dados dos aparelhos de bordo, foi encontrada logo após o acidente.",caixa-preta,1
"No caso, a caixa-preta anunciada contém aparentemente apenas o CVR - Cockpit Voice Recorder , que é o módulo responsável por gravar todo o áudio da cabine de comando da aeronave.",caixa-preta,1
Investigadores buscam segunda caixa-preta do Boeing que caiu na Indonesia,caixa-preta,1
Irã diz que não entregará caixa-preta de avião que caiu em Teerã,caixa-preta,1
"A etapa seguinte também foi concluída sem alarde: a compra e instalação dos equipamentos e softwares essenciais para tornar operacional o laboratório, além do treinamento de quatro técnicos capazes de decifrar o que contém uma caixa-preta (gravadores de voo, no linguajar da Aeronáutica).",caixa-preta,1
Equipes de buscas encontram caixa-preta de avião da Indonésia,caixa-preta,1
"Segundo o órgão, aviões particulares de pequeno porte não são obrigados a ter caixa-preta.",caixa-preta,1
"A caixa-preta, encontrada no mesmo dia do acidente, registra vozes e sons do cockpit e permite escutar as conversas, alem de todos os sons e anuncios ouvidos na cabine do piloto, incluindo os alarmes que eventualmente podem soar.",caixa-preta,1
"Abrir essa caixa-preta é tarefa urgente, que possibilitará desvendar a manipulação fraudulenta do sistema de justiça brasileiro e esclarecer os verdadeiros interesses que alimentaram a chamada Operação Lava Jato.",caixa-preta,1
A PGR está diante da oportunidade de abrir a caixa-preta dos planos de saúde.,caixa-preta,1
"Ao programa Brasil em Pauta, da TV Brasil, que vai ao ar nesta segunda-feira (24), às 22h30, Afif afirmou que o sistema tributário atual é “uma caixa-preta” e que a maior parte da população não tem conhecimento do real valor de impostos embutidos em bens e serviços pagos.",caixa-preta,1
"Depois de o presidente Jair Bolsonaro trocar abruptamente o CEO da Petrobras e sofrer uma “goleada” nas redes sociais por isso, seus apoiadores vieram em socorro com uma de suas cartadas clássicas: a tese da caixa-preta.",caixa-preta,1
Por que ninguém ousa abrir a caixa-preta do Judiciário do Brasil?,caixa-preta,1
Relaxe e dê o play porque o gerente enlouqueceu: abrimos a caixa-preta do amigo oculto do Fantástico.,caixa-preta,1
"Nos palanques, o então candidato à Presidência Jair Bolsonaro dizia que queria abrir “a caixa-preta do BNDES”.",caixa-preta,1
OAB cobra explicação sobre dinheiro para abrir 'caixa-preta' do BNDES,caixa-preta,1
"Ao fim de dois meses, quero ser capaz de explicar esse conjunto de regulações, empréstimos, perdas financeiras que contextualizam a 'caixa-preta'.",caixa-preta,1
"Caso contrário, a atividade policial ""vira uma caixa-preta, à qual ninguém tem acesso"", concluiu a pesquisadora.",caixa-preta,1
"O cônsul-geral da China no Rio de Janeiro, Li Yang, chamou de “garoto” o primeiro-ministro canadense, Justin Trudeau, e disse que o Canadá é um “pau-mandado dos Estados Unidos”.",pau-mandado,1
"Segundo o documento, o prefeito alega que o autor da injúria, além das mensagens pela internet, “espalha pela cidade que ele é pau-mandado e ruim de paga”.",pau-mandado,1
"Para isso, após o desembarque das Forças Armadas, mobilizou seu pau-mandado major Vitor Hugo, líder do PSL na Câmara, para apresentar ao colégio de líderes na Câmara em regime de urgência o projeto de criação de um tal de Estado de Mobilização Nacional (outro nome dado ao velho Estado de Sítio), a pretexto de lhe dar plenos poderes para combater a pandemia do coronavírus.",pau-mandado,1
